file_name;uiqm;uicm;uism;uiconm
105.jpg;0.643820;0.481241;0.760280;0.635480
1050.jpg;0.327690;2.052870;0.364020;0.311080
1051.jpg;0.335060;2.250720;0.357890;0.318060
1052.jpg;0.299060;2.152920;0.301830;0.284210
1053.jpg;0.260000;2.455640;0.236690;0.244610
1054.jpg;0.241330;2.577740;0.197790;0.226500
1055.jpg;0.238730;2.646270;0.198440;0.223070
1056.jpg;0.242990;2.424170;0.191780;0.230020
1057.jpg;0.215750;2.028740;0.158580;0.206180
1058.jpg;0.213430;2.025240;0.157740;0.203740
1059.jpg;0.220450;1.318220;0.176900;0.215390
106.jpg;0.628620;0.341294;0.703140;0.624730
1060.jpg;0.226560;1.535980;0.179920;0.220080
1061.jpg;0.221500;1.618120;0.175660;0.214270
1062.jpg;0.226370;1.646260;0.176890;0.219250
1063.jpg;0.245190;1.562330;0.207990;0.237870
1064.jpg;0.248970;1.460860;0.235920;0.240490
1065.jpg;0.232600;2.085020;0.211000;0.219770
1066.jpg;0.265010;1.733650;0.231230;0.256220
1067.jpg;0.246680;1.739360;0.225750;0.236630
1068.jpg;0.248290;1.839390;0.207450;0.239110
1069.jpg;0.266630;1.764500;0.229690;0.257860
107.jpg;0.594480;0.335807;0.615090;0.594820
1070.jpg;0.232710;1.849020;0.201640;0.222530
1071.jpg;0.256070;1.848020;0.223420;0.246210
1072.jpg;0.251690;1.870930;0.243650;0.239590
1073.jpg;0.278900;1.947990;0.266920;0.266720
1074.jpg;0.265710;1.926190;0.234170;0.255210
1075.jpg;0.275960;1.844590;0.268210;0.264220
1076.jpg;0.339990;2.071460;0.391560;0.322070
1077.jpg;0.330970;2.298310;0.335160;0.315110
1078.jpg;0.341540;2.163320;0.366260;0.325130
1079.jpg;0.365340;1.803780;0.346730;0.355530
108.jpg;0.514150;0.050395;0.565730;0.513540
1080.jpg;0.308460;2.307920;0.271390;0.295750
1081.jpg;0.295480;2.103410;0.255170;0.284550
1082.jpg;0.318720;2.168220;0.301460;0.305560
1083.jpg;0.315670;2.019990;0.343980;0.299890
1084.jpg;0.383490;1.582190;0.414240;0.371500
1085.jpg;0.373460;1.696120;0.406630;0.360290
1086.jpg;0.346950;1.728560;0.395340;0.332050
1087.jpg;0.360670;1.884550;0.364330;0.348350
1088.jpg;0.278000;2.019210;0.248400;0.266710
1089.jpg;0.279700;2.050020;0.252280;0.268000
109.jpg;0.560730;0.016483;0.577700;0.563630
1090.jpg;0.218660;2.031300;0.170790;0.208310
1091.jpg;0.253470;2.126920;0.196070;0.243440
1092.jpg;0.280500;2.003010;0.269990;0.267780
1093.jpg;0.347320;2.278800;0.361760;0.330890
1094.jpg;0.347780;2.772260;0.372750;0.326590
1095.jpg;0.326310;2.580190;0.385930;0.303610
1096.jpg;0.317020;2.631620;0.344490;0.296490
1097.jpg;0.285240;2.112660;0.303490;0.269320
1098.jpg;0.388380;1.082100;0.431430;0.379360
1099.jpg;0.289410;1.504580;0.259940;0.282260
11.jpg;0.423010;1.529090;0.463430;0.410950
110.jpg;0.583790;0.115267;0.620310;0.584470
1100.jpg;0.346880;1.996630;0.384620;0.330750
1101.jpg;0.401340;1.776600;0.470320;0.384790
1102.jpg;0.368000;1.306590;0.506190;0.349180
1103.jpg;0.455940;1.179190;0.543140;0.443030
1104.jpg;0.409260;1.320110;0.564650;0.389250
1105.jpg;0.419510;1.436070;0.543980;0.401220
1106.jpg;0.377450;1.619700;0.507150;0.356940
1107.jpg;0.349080;1.615000;0.391730;0.335570
1108.jpg;0.287360;1.433810;0.254110;0.281070
1109.jpg;0.291920;1.255150;0.257440;0.287170
111.jpg;0.610010;0.421149;0.730740;0.601530
1110.jpg;0.265080;1.297460;0.210820;0.261420
1111.jpg;0.304610;1.331190;0.285130;0.298120
1112.jpg;0.255050;2.270560;0.191930;0.244360
1113.jpg;0.250550;2.546160;0.224920;0.234560
1114.jpg;0.266280;2.536070;0.219620;0.252230
1115.jpg;0.231590;2.528100;0.157260;0.219610
1116.jpg;0.230320;2.510220;0.159160;0.218210
1117.jpg;0.231620;2.536690;0.159900;0.219360
1118.jpg;0.234050;2.626800;0.166890;0.220730
1119.jpg;0.239390;2.620360;0.152310;0.227800
112.jpg;0.530950;1.098490;0.692950;0.513090
1120.jpg;0.270870;3.092500;0.203380;0.254180
1121.jpg;0.287330;3.379950;0.243870;0.266520
1122.jpg;0.315790;3.317970;0.325070;0.291340
1123.jpg;0.309170;3.054120;0.328490;0.285920
1124.jpg;0.296360;1.872350;0.290870;0.284380
1125.jpg;0.282740;3.185480;0.259800;0.261740
1126.jpg;0.294010;2.382030;0.266250;0.279830
1127.jpg;0.273410;2.874230;0.217370;0.257520
1128.jpg;0.231400;3.008840;0.186460;0.213200
1129.jpg;0.250990;2.937600;0.188850;0.234930
113.jpg;0.519540;1.293070;0.682160;0.500000
1130.jpg;0.242970;2.580440;0.181550;0.229610
1131.jpg;0.291590;3.091880;0.303400;0.268530
1132.jpg;0.393260;3.098840;0.496110;0.363430
1133.jpg;0.341350;3.188030;0.404110;0.313720
1134.jpg;0.341010;3.328390;0.397300;0.312790
1135.jpg;0.235290;2.864390;0.173920;0.219620
1136.jpg;0.345090;2.453300;0.468140;0.318300
1137.jpg;0.296450;2.113680;0.288670;0.282760
1138.jpg;0.338350;2.166360;0.391800;0.319510
1139.jpg;0.371020;1.987460;0.453750;0.351440
114.jpg;0.470520;1.232790;0.548770;0.458050
1140.jpg;0.348530;1.526940;0.399500;0.335030
1141.jpg;0.397010;1.576800;0.439000;0.384230
1142.jpg;0.343490;1.676530;0.330050;0.334090
1143.jpg;0.373910;1.724890;0.375030;0.363170
1144.jpg;0.319440;1.872490;0.276950;0.310700
1145.jpg;0.321350;1.886640;0.289510;0.311640
1146.jpg;0.328620;1.780490;0.298610;0.319640
1147.jpg;0.327210;1.791360;0.300420;0.317870
1148.jpg;0.308130;1.514030;0.278310;0.301080
1149.jpg;0.316340;1.374040;0.293130;0.309910
115.jpg;0.578150;2.540510;0.810960;0.543440
1150.jpg;0.293720;1.356800;0.282340;0.286270
1151.jpg;0.329110;1.360680;0.309530;0.322590
1152.jpg;0.333510;1.322260;0.304980;0.328060
1153.jpg;0.335020;1.315290;0.312580;0.329140
1154.jpg;0.333680;1.336620;0.322310;0.326710
1155.jpg;0.338660;1.312980;0.357660;0.329410
1156.jpg;0.363110;1.260240;0.399270;0.353040
1157.jpg;0.303210;1.211400;0.275010;0.298380
1158.jpg;0.292090;1.167450;0.250260;0.288640
1159.jpg;0.302810;1.147260;0.264510;0.299310
116.jpg;0.621460;1.669730;0.770490;0.600880
1160.jpg;0.297700;1.164380;0.267750;0.293340
1161.jpg;0.249500;1.058550;0.220400;0.245530
1162.jpg;0.276010;0.975364;0.238630;0.273580
1163.jpg;0.268660;2.786530;0.221180;0.252720
1164.jpg;0.262470;2.859940;0.227130;0.244910
1165.jpg;0.332890;3.468290;0.394380;0.303080
1166.jpg;0.384290;3.550050;0.501170;0.349660
1167.jpg;0.426370;3.920290;0.601650;0.384330
1168.jpg;0.477510;4.271810;0.702540;0.429000
1169.jpg;0.229340;2.558810;0.171870;0.215720
117.jpg;0.682530;1.427590;0.895550;0.659060
1170.jpg;0.207470;2.440600;0.153260;0.194330
1171.jpg;0.241430;2.356900;0.181970;0.229650
1172.jpg;0.246350;2.336080;0.195360;0.234080
1173.jpg;0.260390;2.229310;0.204610;0.249470
1174.jpg;0.269550;2.145230;0.230500;0.257980
1175.jpg;0.243530;2.211800;0.184700;0.232870
1176.jpg;0.239510;2.449360;0.172220;0.227640
1177.jpg;0.274360;2.019990;0.241050;0.263340
1178.jpg;0.223280;2.300350;0.182100;0.210300
1179.jpg;0.243700;1.999420;0.182490;0.234910
118.jpg;0.662910;2.159580;0.910500;0.630660
1180.jpg;0.247210;1.930370;0.203080;0.237580
1181.jpg;0.285050;2.163390;0.241980;0.273790
1182.jpg;0.251900;1.929400;0.184480;0.244240
1183.jpg;0.227170;1.987860;0.168970;0.218090
1184.jpg;0.239580;1.894090;0.172310;0.232080
1185.jpg;0.223070;1.712500;0.184240;0.214530
1186.jpg;0.226800;1.641500;0.172390;0.220130
1187.jpg;0.225640;1.596670;0.207960;0.216290
1188.jpg;0.196450;1.600690;0.170300;0.187530
1189.jpg;0.206270;1.503050;0.165520;0.199410
119.jpg;0.632820;2.240700;0.950450;0.593910
1190.jpg;0.214460;1.517880;0.162020;0.208510
1191.jpg;0.219350;1.518740;0.167310;0.213400
1192.jpg;0.250570;1.568520;0.211580;0.243390
1193.jpg;0.244130;1.950470;0.192870;0.234900
1194.jpg;0.254240;2.289970;0.205590;0.242210
1195.jpg;0.221090;2.761040;0.172050;0.205110
1196.jpg;0.255910;2.496200;0.199560;0.242890
1197.jpg;0.259000;2.602330;0.207840;0.244740
1198.jpg;0.257860;2.366170;0.213140;0.244920
1199.jpg;0.247880;2.439990;0.201570;0.234420
12.jpg;0.494510;1.621180;0.500660;0.485120
120.jpg;0.598300;1.316990;0.789110;0.576870
1200.jpg;0.294980;2.409510;0.276380;0.279840
1201.jpg;0.276750;2.472040;0.254500;0.261270
1202.jpg;0.310370;1.942710;0.293500;0.298890
1203.jpg;0.292140;2.296370;0.268520;0.278280
1204.jpg;0.285070;2.479280;0.249730;0.270680
1205.jpg;0.292540;2.211750;0.260950;0.280020
1206.jpg;0.305270;2.363680;0.290620;0.290250
1207.jpg;0.311900;1.896560;0.323960;0.298410
1208.jpg;0.301870;2.379610;0.328740;0.283260
1209.jpg;0.325610;2.014740;0.342140;0.310920
121.jpg;0.522690;1.179620;0.676370;0.504820
1210.jpg;0.366300;1.500860;0.430260;0.352060
1211.jpg;0.398620;1.839440;0.480880;0.380460
1212.jpg;0.388200;1.856320;0.469330;0.369920
1213.jpg;0.340140;2.248820;0.452240;0.315830
1214.jpg;0.372340;2.715260;0.479950;0.344970
1215.jpg;0.341000;2.712940;0.367620;0.320100
1216.jpg;0.299820;3.030550;0.262980;0.281320
1217.jpg;0.273040;3.098150;0.250320;0.252630
1218.jpg;0.283960;3.060690;0.257120;0.264270
1219.jpg;0.309480;2.792510;0.307710;0.290040
122.jpg;0.543700;1.216020;0.818440;0.515700
1220.jpg;0.284920;2.874610;0.288230;0.264220
1221.jpg;0.297360;2.718100;0.260410;0.281320
1222.jpg;0.259600;2.791630;0.218760;0.243000
1223.jpg;0.306600;2.930380;0.282240;0.287920
1224.jpg;0.307040;2.822580;0.275800;0.289780
1225.jpg;0.293460;3.011980;0.269880;0.273970
1226.jpg;0.301200;2.817910;0.281370;0.282990
1227.jpg;0.291420;2.293900;0.274130;0.277050
1228.jpg;0.299400;1.852510;0.286660;0.288200
1229.jpg;0.281730;1.876340;0.261400;0.270830
123.jpg;0.615480;0.864363;0.802070;0.598100
1230.jpg;0.278900;1.812140;0.252650;0.268980
1231.jpg;0.272100;1.737070;0.231150;0.263930
1232.jpg;0.269690;1.595480;0.234620;0.262130
1233.jpg;0.269600;1.598470;0.232550;0.262180
1234.jpg;0.267830;1.626500;0.224090;0.260730
1235.jpg;0.233990;1.516010;0.183150;0.228080
1236.jpg;0.242820;1.708800;0.182320;0.236260
1237.jpg;0.236940;1.705380;0.176730;0.230330
1238.jpg;0.250910;1.771370;0.191370;0.243840
1239.jpg;0.246950;1.867960;0.215600;0.236750
124.jpg;0.522670;1.630000;0.808310;0.490340
1240.jpg;0.284260;1.760240;0.267870;0.273980
1241.jpg;0.297960;1.866870;0.294430;0.285870
1242.jpg;0.306130;1.706130;0.297290;0.295820
1243.jpg;0.325230;1.806880;0.316890;0.314230
1244.jpg;0.306570;1.841830;0.333650;0.292230
1245.jpg;0.366270;1.787490;0.422530;0.350410
1246.jpg;0.350730;1.927860;0.444290;0.330560
1247.jpg;0.419910;1.663810;0.561240;0.398430
1248.jpg;0.360600;1.845310;0.441370;0.342220
1249.jpg;0.289970;2.310330;0.289090;0.274110
125.jpg;0.519960;2.295010;0.851360;0.478590
1250.jpg;0.298170;2.182390;0.293760;0.283670
1251.jpg;0.316370;2.237080;0.348450;0.298570
1252.jpg;0.348830;2.040720;0.397530;0.331460
1253.jpg;0.317280;2.166860;0.381480;0.297390
1254.jpg;0.349060;2.409750;0.402470;0.328400
1255.jpg;0.363500;2.464670;0.387440;0.344950
1256.jpg;0.388050;1.946420;0.442980;0.371220
1257.jpg;0.314690;2.257490;0.326190;0.298410
1258.jpg;0.328430;2.268240;0.358040;0.310680
1259.jpg;0.324950;2.330230;0.362720;0.306020
126.jpg;0.535240;2.619140;0.890340;0.489470
1260.jpg;0.357380;2.644280;0.419430;0.334210
1261.jpg;0.326100;2.838040;0.423940;0.298210
1262.jpg;0.369190;3.075130;0.437090;0.342240
1263.jpg;0.365450;3.047400;0.457740;0.336680
1264.jpg;0.361130;3.163280;0.473970;0.329700
1265.jpg;0.314980;3.292730;0.421960;0.282650
1266.jpg;0.335710;3.267750;0.401180;0.307170
1267.jpg;0.272490;2.921740;0.268670;0.251910
1268.jpg;0.259400;2.860630;0.232280;0.241120
1269.jpg;0.396580;2.683520;0.494180;0.370480
127.jpg;0.539140;2.531220;0.843670;0.498280
1270.jpg;0.397020;3.054490;0.531270;0.364980
1271.jpg;0.355310;3.183400;0.438820;0.326110
1272.jpg;0.334920;2.734500;0.368110;0.313260
1273.jpg;0.340460;2.934800;0.386550;0.316190
1274.jpg;0.350950;2.578290;0.451830;0.325050
1275.jpg;0.364160;2.915680;0.433000;0.338350
1276.jpg;0.334920;3.018060;0.406530;0.307840
1277.jpg;0.380660;2.739890;0.496440;0.352490
1278.jpg;0.330270;2.890560;0.435100;0.301410
1279.jpg;0.357890;2.990930;0.452480;0.329310
128.jpg;0.513290;2.510750;0.754000;0.477650
1280.jpg;0.313150;2.801400;0.335240;0.291700
1281.jpg;0.288390;2.924210;0.268650;0.269230
1282.jpg;0.283360;2.661000;0.255900;0.266880
1283.jpg;0.282530;2.514230;0.270460;0.265930
1284.jpg;0.294060;2.639600;0.304860;0.274670
1285.jpg;0.297920;2.638550;0.301140;0.279200
1286.jpg;0.283240;2.761610;0.255150;0.266010
1287.jpg;0.276750;2.721840;0.295890;0.255880
1288.jpg;0.297510;2.896580;0.291700;0.277490
1289.jpg;0.292360;2.842540;0.275550;0.273630
129.jpg;0.571770;2.648680;0.929040;0.525880
1290.jpg;0.322770;2.499830;0.326020;0.305330
1291.jpg;0.323690;2.505130;0.316400;0.307090
1292.jpg;0.324950;2.414800;0.321810;0.308730
1293.jpg;0.349610;2.267800;0.376450;0.332270
1294.jpg;0.333360;2.420010;0.337700;0.316540
1295.jpg;0.317540;2.213880;0.333680;0.301250
1296.jpg;0.349580;1.977080;0.365040;0.335460
1297.jpg;0.344530;1.941100;0.358230;0.330800
1298.jpg;0.320050;1.677620;0.328190;0.308670
1299.jpg;0.348330;1.510920;0.358040;0.338360
13.jpg;0.504860;3.398460;0.623450;0.472240
130.jpg;0.483150;2.399890;0.647540;0.454450
1300.jpg;0.308620;1.596800;0.306350;0.298640
1301.jpg;0.330830;1.687020;0.325210;0.320600
1302.jpg;0.337550;1.566280;0.329320;0.328530
1303.jpg;0.336590;1.736440;0.348240;0.324580
1304.jpg;0.352500;1.903020;0.378450;0.338130
1305.jpg;0.345070;1.597290;0.367730;0.333320
1306.jpg;0.283720;2.558520;0.254130;0.268220
1307.jpg;0.266360;2.405870;0.247920;0.251010
1308.jpg;0.262700;2.289140;0.222290;0.250050
1309.jpg;0.208140;0.825224;0.149440;0.208120
131.jpg;0.520180;1.910880;0.779530;0.487790
1310.jpg;0.229520;0.309098;0.183370;0.232700
1311.jpg;0.259110;0.974357;0.230530;0.255830
1312.jpg;0.258320;1.048040;0.242700;0.253390
1313.jpg;0.266380;1.405880;0.250870;0.258670
1314.jpg;0.265580;1.412390;0.260200;0.256980
1315.jpg;0.271470;1.281050;0.297950;0.261320
1316.jpg;0.282190;1.135540;0.335890;0.271030
1317.jpg;0.283410;1.004860;0.374690;0.270180
1318.jpg;0.293600;1.085630;0.435930;0.275600
1319.jpg;0.260010;0.969820;0.716160;0.216740
132.jpg;0.604120;1.943490;0.854830;0.572850
1320.jpg;0.292320;1.660760;0.783050;0.241000
1321.jpg;0.334980;2.630410;0.476100;0.305220
1322.jpg;0.323450;2.520250;0.572180;0.285580
1323.jpg;0.311560;2.462630;0.492430;0.279660
1324.jpg;0.300950;2.542550;0.380540;0.276700
1325.jpg;0.273920;2.610510;0.276810;0.255250
1326.jpg;0.284310;2.568580;0.273840;0.267160
1327.jpg;0.268520;2.669590;0.265650;0.249820
1328.jpg;0.274160;2.875650;0.268900;0.254070
1329.jpg;0.314900;2.911740;0.326050;0.293490
133.jpg;0.557250;2.238230;0.761950;0.527080
1330.jpg;0.324470;2.984180;0.346800;0.301650
1331.jpg;0.322790;3.013250;0.388400;0.296160
1332.jpg;0.374880;2.942830;0.472880;0.346530
1333.jpg;0.339130;2.871060;0.410880;0.313230
1334.jpg;0.353640;3.271080;0.445530;0.323040
1335.jpg;0.349580;3.178540;0.441820;0.319650
1336.jpg;0.364870;3.024870;0.452210;0.336680
1337.jpg;0.366450;2.959700;0.430680;0.340690
1338.jpg;0.362940;3.034510;0.410720;0.337930
1339.jpg;0.349410;2.808490;0.426910;0.323610
134.jpg;0.416750;0.800008;0.455020;0.410570
1340.jpg;0.376630;2.889050;0.428930;0.352490
1341.jpg;0.353700;3.149460;0.393970;0.328320
1342.jpg;0.329320;2.873250;0.390720;0.304190
1343.jpg;0.364030;2.930350;0.432930;0.338090
1344.jpg;0.336300;2.895860;0.394480;0.311310
1345.jpg;0.351100;2.910620;0.445020;0.323150
1346.jpg;0.370390;2.606970;0.478590;0.343810
1347.jpg;0.348300;2.756040;0.466980;0.319510
1348.jpg;0.325820;2.168550;0.383750;0.306500
1349.jpg;0.327660;2.133190;0.371730;0.309770
135.jpg;0.536640;1.405940;0.694510;0.516750
1350.jpg;0.301300;2.308620;0.343490;0.281990
1351.jpg;0.316530;2.645300;0.324480;0.297510
1352.jpg;0.323540;2.652130;0.421210;0.297100
1353.jpg;0.329870;2.622080;0.449390;0.301920
1354.jpg;0.316170;2.339720;0.381280;0.294830
1355.jpg;0.317280;2.080450;0.383860;0.297880
1356.jpg;0.343480;2.056510;0.446810;0.321440
1357.jpg;0.414470;1.940560;0.542010;0.391900
1358.jpg;0.393540;1.923180;0.519500;0.371080
1359.jpg;0.385220;1.933550;0.514290;0.362350
136.jpg;0.496750;1.097240;0.564360;0.486430
1360.jpg;0.388600;1.914480;0.456750;0.370940
1361.jpg;0.381870;1.801070;0.425390;0.367090
1362.jpg;0.359690;1.521240;0.414400;0.346010
1363.jpg;0.391750;1.219470;0.451070;0.380320
1364.jpg;0.349990;1.335080;0.405200;0.337660
1365.jpg;0.405630;1.420230;0.470170;0.392290
1366.jpg;0.421540;1.319240;0.501820;0.407830
1367.jpg;0.426000;1.184200;0.517890;0.412430
1368.jpg;0.405920;1.194820;0.508930;0.391190
1369.jpg;0.418740;1.350360;0.460230;0.407960
137.jpg;0.529340;1.383360;0.637270;0.513690
1370.jpg;0.326310;1.721000;0.383380;0.310600
1371.jpg;0.397140;1.753020;0.446900;0.382340
1372.jpg;0.336190;2.351460;0.359230;0.318390
1373.jpg;0.309380;2.702680;0.318130;0.289790
1374.jpg;0.343770;2.757340;0.359420;0.323430
1375.jpg;0.330240;2.686080;0.342240;0.310670
1376.jpg;0.302850;2.817280;0.347680;0.279320
1377.jpg;0.369920;2.143390;0.421580;0.351670
1378.jpg;0.326420;2.339600;0.347000;0.308840
1379.jpg;0.312310;2.679940;0.327070;0.292420
138.jpg;0.505160;1.422070;0.684890;0.483080
1380.jpg;0.341040;2.348110;0.364200;0.323300
1381.jpg;0.343060;2.240920;0.372640;0.325640
1382.jpg;0.360300;1.681890;0.395500;0.346970
1383.jpg;0.355460;1.662490;0.400470;0.341430
1384.jpg;0.408090;1.593300;0.504090;0.390810
1385.jpg;0.465950;1.730980;0.549320;0.449090
1386.jpg;0.457730;1.637390;0.544250;0.441280
1387.jpg;0.509520;1.162340;0.593900;0.497400
1388.jpg;0.427510;1.272780;0.573340;0.408790
1389.jpg;0.505880;1.163340;0.586240;0.494060
139.jpg;0.558790;1.254710;0.748400;0.537640
1390.jpg;0.455290;1.239120;0.511250;0.444480
1391.jpg;0.357450;1.628290;0.415020;0.342670
1392.jpg;0.381210;1.513840;0.457500;0.365980
1393.jpg;0.426270;1.647180;0.507070;0.409960
1394.jpg;0.407190;1.639730;0.566070;0.384340
1395.jpg;0.426020;1.672280;0.616360;0.400460
1396.jpg;0.529530;1.629610;0.731150;0.504200
1397.jpg;0.516570;1.696340;0.804740;0.483460
1398.jpg;0.570360;1.760180;0.817720;0.540540
1399.jpg;0.507500;1.838320;0.725840;0.478970
14.jpg;0.551610;3.601790;0.802260;0.506850
140.jpg;0.578610;1.465400;0.736480;0.558580
1400.jpg;0.441150;2.218710;0.656790;0.409320
1401.jpg;0.446080;2.553400;0.727660;0.406210
1402.jpg;0.507640;1.979480;0.753410;0.475730
1403.jpg;0.447690;1.916750;0.741440;0.411840
1404.jpg;0.487030;2.197870;0.706780;0.455380
1405.jpg;0.434020;2.398260;0.702560;0.396350
1406.jpg;0.458510;2.351090;0.573120;0.434110
1407.jpg;0.392140;2.473510;0.444560;0.371390
1408.jpg;0.354700;2.335150;0.417430;0.333900
1409.jpg;0.385430;2.521150;0.425750;0.365250
141.jpg;0.485100;1.016780;0.512160;0.478670
1410.jpg;0.385710;2.120250;0.469230;0.365130
1411.jpg;0.423060;2.231470;0.509960;0.401620
1412.jpg;0.360980;2.157440;0.443280;0.340010
1413.jpg;0.388690;1.992400;0.445310;0.371360
1414.jpg;0.355670;1.722970;0.420680;0.339520
1415.jpg;0.436510;1.700700;0.492980;0.421870
1416.jpg;0.401080;1.750400;0.529110;0.379860
1417.jpg;0.426180;1.673570;0.575660;0.403990
1418.jpg;0.479710;1.619210;0.588040;0.461770
1419.jpg;0.476230;1.499980;0.571230;0.460310
142.jpg;0.549680;1.322050;0.720860;0.529450
1420.jpg;0.477280;1.370030;0.571830;0.462430
1421.jpg;0.462750;1.374130;0.557060;0.447770
1422.jpg;0.404900;1.340130;0.537450;0.386580
1423.jpg;0.448070;1.289360;0.532690;0.434450
1424.jpg;0.451400;1.196090;0.503260;0.441240
1425.jpg;0.383090;1.049360;0.486280;0.369320
1426.jpg;0.422790;1.070790;0.495620;0.411670
1427.jpg;0.453740;0.959161;0.524920;0.443870
1428.jpg;0.437090;1.058460;0.511750;0.426020
1429.jpg;0.376200;1.101730;0.506930;0.359680
143.jpg;0.586290;1.335800;0.751180;0.566760
1430.jpg;0.422710;1.138510;0.519810;0.409050
1431.jpg;0.365690;1.157060;0.500860;0.348280
1432.jpg;0.373450;1.210050;0.506470;0.355860
1433.jpg;0.424900;1.243970;0.542690;0.408710
1434.jpg;0.441700;1.287930;0.535630;0.427260
1435.jpg;0.457730;1.188590;0.568500;0.442820
1436.jpg;0.443250;1.195420;0.609790;0.423570
1437.jpg;0.506680;1.290580;0.603020;0.492540
1438.jpg;0.520050;1.219090;0.624850;0.505880
1439.jpg;0.491350;1.304770;0.652520;0.471630
144.jpg;0.559110;0.684084;0.711840;0.545510
1440.jpg;0.425210;1.367820;0.622920;0.401450
1441.jpg;0.441610;1.368980;0.641300;0.417800
1442.jpg;0.492280;1.389990;0.654840;0.471770
1443.jpg;0.472890;1.375870;0.650140;0.451130
1444.jpg;0.468980;1.277990;0.602610;0.451560
1445.jpg;0.468560;1.259890;0.587960;0.452460
1446.jpg;0.458320;1.228030;0.575120;0.442600
1447.jpg;0.412810;1.296250;0.536180;0.395650
1448.jpg;0.428130;1.228290;0.527870;0.413580
1449.jpg;0.418980;1.178860;0.510210;0.405450
145.jpg;0.519380;2.398970;0.660080;0.492940
1450.jpg;0.415990;1.143370;0.490270;0.404120
1451.jpg;0.363740;1.148530;0.459980;0.349600
1452.jpg;0.355380;1.107180;0.447520;0.341840
1453.jpg;0.390270;1.142720;0.482720;0.376700
1454.jpg;0.399730;1.137700;0.509930;0.384810
1455.jpg;0.412700;1.174360;0.536140;0.396500
1456.jpg;0.356810;1.314850;0.505980;0.336930
1457.jpg;0.389730;1.258660;0.527560;0.371500
1458.jpg;0.437940;1.259680;0.571590;0.420420
1459.jpg;0.463580;1.343470;0.622260;0.443530
146.jpg;0.522720;2.435360;0.825190;0.482650
1460.jpg;0.458070;1.270820;0.629610;0.437490
1461.jpg;0.460360;1.328470;0.611660;0.441010
1462.jpg;0.449680;1.604740;0.570830;0.430560
1463.jpg;0.381020;1.555150;0.507440;0.361320
1464.jpg;0.406770;1.860850;0.507840;0.386960
